,gene_ids,n_cells,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,highly_variable,means,dispersions,dispersions_norm,mean,std
KIAA1430,ENSG00000164323,120,False,120,0.054444443,95.55555555555556,147.0,True,0.20987334847200162,2.4269457065135547,1.3384956,5.3662256005137505e-11,0.362984546399813
MARCH6,ENSG00000145495,148,False,148,0.06,94.51851851851852,162.0,True,0.23265322291396834,2.1101059304539094,0.7129043,1.892300606496954e-10,0.3877968459590399
C5orf42,ENSG00000197603,8,False,8,0.002962963,99.70370370370371,8.0,True,0.015777466344133805,2.004938840711958,0.5052548,-1.3900995593436113e-12,0.09772040843364528
FYB,ENSG00000082074,990,False,990,0.6,63.33333333333333,1620.0,True,1.2688851899242561,3.5091767078342113,1.4078436,-5.691023465808004e-10,0.9468811764569259
FBXO4,ENSG00000151876,90,False,90,0.045925926,96.66666666666667,124.0,True,0.15956546843300892,2.761774733244099,1.9996061,2.8243292634282896e-11,0.3077141985831946
NNT-AS1,ENSG00000248092,65,False,65,0.03851852,97.5925925925926,104.0,True,0.1448984126337698,3.4135724976623103,3.2865627,-3.530411579285362e-11,0.28155460105249
EMB,ENSG00000170571,278,False,278,0.13925926,89.70370370370371,376.0,True,0.4773691389065074,3.4024841446981684,1.5394995,3.1632487750396846e-10,0.547021028619201
MOCS2,ENSG00000164172,94,False,94,0.06185185,96.51851851851852,167.0,True,0.2828485393858521,5.22669862167523,3.87737,1.2144615832741646e-10,0.3404119006146209
GZMK,ENSG00000113088,319,False,319,0.3662963,88.18518518518519,989.0,True,1.0002123388151682,3.314459823243306,1.3699278,3.280193658603512e-10,0.820561100711348
GZMA,ENSG00000145649,541,False,541,0.6011111,79.96296296296296,1623.0,True,1.3754771723236592,3.144925017720164,0.8686863,7.266028331616686e-10,1.032670600106141
ZSWIM6,ENSG00000130449,19,False,19,0.008148148,99.29629629629629,22.0,True,0.035919655639355924,2.342096426795151,1.170963,-4.4306665320031294e-11,0.14413784676245
DIMT1,ENSG00000086189,185,False,185,0.083703704,93.14814814814815,226.0,True,0.32554819498870746,3.4372684558841766,1.5840782,1.228583229591306e-10,0.4426521612011561
CWC27,ENSG00000153015,187,False,187,0.0937037,93.07407407407408,253.0,True,0.3352240653754631,3.943936037285789,2.2334116,-3.6716280424567764e-11,0.4412914516942822
TRIM23,ENSG00000113595,25,False,25,0.015925925,99.07407407407408,43.0,True,0.05346212985267174,2.924435298194851,2.3207748,6.337088784817224e-11,0.17054014315824248
PIK3R1,ENSG00000145675,162,False,162,0.07296296,94.0,197.0,True,0.28290267704085503,3.2107181065318025,1.2937366,2.400679873914046e-11,0.4141683002499402
NAIP,ENSG00000249437,24,False,24,0.01,99.11111111111111,27.0,True,0.0511544733343398,2.002727694899264,0.50088894,-1.2414361342471418e-11,0.17724415791944106
GTF2H2,ENSG00000145736,48,False,48,0.01962963,98.22222222222223,53.0,True,0.08462433101103307,2.0236243065889736,0.54214877,-2.789025147635436e-11,0.2295655970479309
NSA2,ENSG00000164346,602,False,602,0.3014815,77.7037037037037,814.0,True,0.8259610799534275,3.448897604750311,1.5844609,-1.6945975580569738e-11,0.7462566032823099
CTD-2015H6.3,ENSG00000249042,7,False,7,0.002962963,99.74074074074075,8.0,True,0.01616916769991825,2.110953999840633,0.7145788,1.9186555469660106e-11,0.09840571182187006
ZCCHC9,ENSG00000131732,156,False,156,0.075925924,94.22222222222221,205.0,True,0.27322442852168055,3.085977572974886,2.6397355,1.765205789642681e-10,0.4047974767572001
ARRDC3,ENSG00000113369,121,False,121,0.055185184,95.51851851851852,149.0,True,0.21408793565871337,2.1804522634242387,0.85180116,-1.8781789601798126e-10,0.36855043016217315
RIOK2,ENSG00000058729,116,False,116,0.066296294,95.7037037037037,179.0,True,0.25829819138996946,4.093262755986774,4.628592,4.377710358313849e-10,0.3620835481156958
DCP2,ENSG00000172795,167,False,167,0.075925924,93.81481481481482,205.0,True,0.2814376352801462,3.529512882069837,1.7022965,7.41386431649926e-11,0.40680129551635874
AP3S1,ENSG00000177879,427,False,427,0.18888889,84.18518518518519,510.0,True,0.5846791547893877,2.6858260713574453,0.5039666,-1.4121646317141448e-11,0.6276979326474398
COMMD10,ENSG00000145781,145,False,145,0.06703704,94.62962962962963,181.0,True,0.257180389815554,3.084239554759894,2.636304,5.3662256005137505e-11,0.3860578519274715
CEP120,ENSG00000168944,55,False,55,0.023703704,97.96296296296296,64.0,True,0.10400955073763822,2.500993614548362,1.484701,-1.394512573817718e-11,0.24818801093673096
ISOC1,ENSG00000066583,106,False,106,0.052222222,96.07407407407408,141.0,True,0.21571387623593774,3.789491433972963,4.028804,-2.358314934962622e-10,0.343649115957684
HINT1,ENSG00000169567,1725,False,1725,1.3533334,36.111111111111114,3654.0,True,1.9196037412753817,3.051913799183622,0.6194133,-2.856158130322784e-10,1.0937699050342822
SLC22A4,ENSG00000197208,8,False,8,0.011851852,99.70370370370371,32.0,True,0.027852768710614952,3.574941862686682,3.605182,3.247138283975296e-11,0.10766327384405129
C5orf56,ENSG00000197536,337,False,337,0.16333333,87.51851851851852,441.0,True,0.5511829857067666,2.932773488895151,0.93752927,-7.343256084913553e-11,0.6105326489092441
KIF3A,ENSG00000131437,59,False,59,0.025925925,97.81481481481481,70.0,True,0.10961861137721525,2.1492252057719767,0.7901442,-2.5913220991954555e-10,0.26105280037627526
C5orf15,ENSG00000113583,152,False,152,0.07148148,94.37037037037037,193.0,True,0.26394150605794053,2.956500780948597,2.3840873,-2.400679873914046e-11,0.4014265274783367
CTB-113I20.2,ENSG00000271737,12,False,12,0.017777778,99.55555555555556,48.0,True,0.1293603473121127,5.654500357113751,7.711212,-1.3239043422320107e-10,0.15103522481723614
PPP2CA,ENSG00000113575,402,False,402,0.19407408,85.11111111111111,524.0,True,0.5851100731458753,3.2254862281533527,1.2681147,-2.3441932886454806e-10,0.6158261978251375
DDX46,ENSG00000145833,436,False,436,0.19740741,83.85185185185186,533.0,True,0.6404938516064475,3.779650244499683,2.0528,-4.0670341393367373e-10,0.6439806788212924
H2AFY,ENSG00000113648,798,False,798,0.5181481,70.44444444444444,1399.0,True,1.1131628979552561,3.5979562304449137,1.8117943,2.870224613958999e-10,0.8596788799283319
KDM3B,ENSG00000120733,70,False,70,0.034814816,97.4074074074074,94.0,True,0.11743256272380273,2.4075477310949522,1.3001949,-2.0267872225953559e-10,0.2641394682570047
MZB1,ENSG00000170476,74,False,74,0.06185185,97.25925925925925,167.0,True,0.16499381180727343,2.26769038095302,1.0240504,-4.2364938951424344e-12,0.31890572976198095
UBE2D2,ENSG00000131508,1133,False,1133,0.6374074,58.037037037037045,1721.0,True,1.3303786119763847,3.0074469087687397,0.6651943,2.575435247088672e-10,0.9675301136681056
PURA,ENSG00000185129,44,False,44,0.031111112,98.37037037037038,84.0,True,0.12924382886101163,4.476495290600142,5.385274,-6.284132611127945e-11,0.2342546063478086
HBEGF,ENSG00000113070,35,False,35,0.023333333,98.70370370370371,63.0,True,0.06912326830730786,2.668478561968957,1.8153955,1.6857715291087604e-11,0.19911780545796923
ANKHD1,ENSG00000131503,62,False,62,0.025555555,97.70370370370371,69.0,True,0.09939826190540911,2.1590721374562047,0.8095867,-1.077216833129446e-10,0.2473139736838895
SRA1,ENSG00000213523,285,False,285,0.1374074,89.44444444444444,371.0,True,0.4636326550522054,4.206461017517074,2.5698574,-5.405942730780711e-10,0.5217765408881982
NDUFA2,ENSG00000131495,695,False,695,0.36481482,74.25925925925925,985.0,True,0.9378871819473078,4.412239951840495,3.080963,7.488885562559074e-11,0.7867986064966426
WDR55,ENSG00000120314,106,False,106,0.061481483,96.07407407407408,166.0,True,0.2107746790896117,3.387464145462085,3.2350123,-1.9770304843998026e-10,0.3407154515886743
DIAPH1,ENSG00000131504,240,False,240,0.11444444,91.11111111111111,309.0,True,0.38180437057140537,2.899929647807476,0.89543736,5.112035966805204e-10,0.49013000336950335
RNF14,ENSG00000013561,80,False,80,0.044814814,97.03703703703704,121.0,True,0.19705560744658882,4.696666898148944,5.8199964,4.8719679794137994e-11,0.29575050302560796
NR3C1,ENSG00000113580,286,False,286,0.12888889,89.4074074074074,348.0,True,0.4822211126476722,3.9234724236656464,2.207186,5.648658526856579e-11,0.5472012928622306
YIPF5,ENSG00000145817,170,False,170,0.07111111,93.7037037037037,192.0,True,0.26051274046744266,2.084808926597152,0.66295606,4.024669200385313e-11,0.41066297932208135
PRELID2,ENSG00000186314,11,False,11,0.0044444446,99.59259259259258,12.0,True,0.02415198450689667,2.4168526901805816,1.3185672,1.9113868940974656e-12,0.1176383394420875
LARS,ENSG00000133706,155,False,155,0.07518519,94.25925925925927,203.0,True,0.2672592789256051,3.3378248673945627,3.137001,-1.5251378022512763e-10,0.39813346235225544
CSNK1A1,ENSG00000113712,422,False,422,0.18925926,84.37037037037037,511.0,True,0.5852073537844795,2.8760345477504927,0.7732981,-3.784601212993908e-10,0.6257556167826333
CCDC69,ENSG00000198624,333,False,333,0.15148148,87.66666666666667,409.0,True,0.4908410396577241,2.7724931049021295,0.73211765,1.6945975580569738e-11,0.5693705293658851
SPARC,ENSG00000113140,36,False,36,0.027777778,98.66666666666667,75.0,True,0.2017467909698497,3.72046463137147,3.8925126,-7.07585498912315e-11,0.291860882888393
FAXDC2,ENSG00000170271,8,False,8,0.0033333334,99.70370370370371,9.0,True,0.03737045829433217,2.914341795476688,2.3008456,1.9259774232024808e-10,0.13622665548017746
HAVCR2,ENSG00000135077,125,False,125,0.062592596,95.37037037037037,169.0,True,0.24440185230784434,2.758128021209391,1.9924058,2.0900036549369344e-10,0.3822220019223622
MED7,ENSG00000155868,67,False,67,0.029259259,97.51851851851852,79.0,True,0.1171250402600946,2.2033986682808777,0.8971082,-2.0193954233512272e-10,0.2676503193879208
UBLCP1,ENSG00000164332,106,False,106,0.062222224,96.07407407407408,168.0,True,0.1991866992540462,2.8251442117398513,2.1247275,2.2312201181083488e-10,0.3414774728228756
TTC1,ENSG00000113312,329,False,329,0.14962962,87.81481481481481,404.0,True,0.5311156009445013,4.331543590323452,2.7301605,-3.954060968799606e-11,0.5666503433370339
CCNG1,ENSG00000113328,443,False,443,0.20888889,83.5925925925926,564.0,True,0.642989534704163,3.4320510568086267,1.5606065,3.276221945576816e-10,0.6537526337936581
RARS,ENSG00000113643,128,False,128,0.052962963,95.25925925925925,143.0,True,0.2213033402215379,3.545024431749029,3.5461106,2.1795878487613004e-10,0.3530185254741701
ATP6V0E1,ENSG00000113732,1515,False,1515,0.99740744,43.888888888888886,2693.0,True,1.6823610322168552,3.3859249325583884,1.5908589,-2.7162104088126754e-10,1.0379504798830816
UIMC1,ENSG00000087206,113,False,113,0.054814816,95.81481481481482,148.0,True,0.2195903041520843,3.4945855593902646,3.4465206,1.256826522225589e-10,0.3547047691854309
LMAN2,ENSG00000169223,698,False,698,0.35,74.14814814814814,945.0,True,0.893879564700707,3.0651019041129697,0.98127055,1.6028068569955545e-10,0.7781784301523248
RGS14,ENSG00000169220,289,False,289,0.12666667,89.29629629629629,342.0,True,0.4382113123594276,2.8689041094545784,0.85567576,9.433259739850488e-10,0.5354858146549166
DOK3,ENSG00000146094,78,False,78,0.045185186,97.11111111111111,122.0,True,0.2778953189214395,5.838389356774975,8.074296,-9.940315102925348e-11,0.2910020130777666
SCGB3A1,ENSG00000161055,140,False,140,0.064444445,94.81481481481482,174.0,True,0.2426988061481418,2.1788045595276797,0.8485478,1.4686512169827105e-10,0.3945652801255303
RP11-532F6.3,ENSG00000272463,13,False,13,0.007777778,99.51851851851852,21.0,True,0.02747232659687615,2.2938440713973756,1.0756902,5.472137947892311e-11,0.1267392436275285
SERPINB1,ENSG00000021355,977,False,977,0.57555556,63.81481481481481,1554.0,True,1.2429480195784428,3.564115520799128,1.4891628,3.911696029848181e-10,0.9302920239282721
LYRM4,ENSG00000214113,347,False,347,0.16296296,87.14814814814815,440.0,True,0.5667363709052871,3.754632575944847,2.0173755,-2.8243292634282896e-11,0.5963897069591215
F13A1,ENSG00000124491,35,False,35,0.016666668,98.70370370370371,45.0,True,0.09981976263211688,2.820589491669551,2.115734,-9.06322847619664e-11,0.23210898444178835
RIOK1,ENSG00000124784,97,False,97,0.05185185,96.4074074074074,140.0,True,0.2000116924089947,3.94323740570859,4.332371,-1.5816243875198423e-10,0.3260239578350101
TMEM14C,ENSG00000111843,410,False,410,0.19222222,84.81481481481481,519.0,True,0.5773998162470423,3.14532502533231,1.154608,3.198552890832538e-10,0.6165461261855685
TMEM14B,ENSG00000137210,642,False,642,0.30666667,76.22222222222223,828.0,True,0.8360890170072144,2.8146028949693496,0.6863121,-3.2197353603082504e-10,0.7641892761431474
PHACTR1,ENSG00000112137,124,False,124,0.06888889,95.4074074074074,186.0,True,0.21890896193969708,2.9720755322460852,2.4148393,1.3952848513506867e-10,0.35849662600371757
NOL7,ENSG00000225921,608,False,608,0.2837037,77.48148148148148,766.0,True,0.7844863381454474,2.7924889300593003,0.65499914,4.180007309873869e-10,0.7389872237718562
MCUR1,ENSG00000050393,139,False,139,0.05666667,94.85185185185185,153.0,True,0.21905511459547594,2.064224980945845,0.6223136,-1.842874844386959e-10,0.3742480354039113
JARID2,ENSG00000008083,95,False,95,0.042962965,96.48148148148148,116.0,True,0.16435660360978935,2.72851807168616,1.9339417,-1.7203033673686452e-10,0.31393009810948275
GMPR,ENSG00000137198,54,False,54,0.03259259,98.0,88.0,True,0.12867896319739233,3.53564650014429,3.5275943,4.5807090241227575e-11,0.2514414510919544
ACOT13,ENSG00000112304,76,False,76,0.03962963,97.18518518518519,107.0,True,0.16326998314371458,3.4048848672328753,3.2694092,1.5110161559341349e-10,0.2999865150169996
RP11-367G6.3,ENSG00000272053,26,False,26,0.012592592,99.03703703703704,34.0,True,0.07422260654735223,2.680279578295654,1.8386962,-3.351132866274777e-11,0.20256673895274735
HIST1H2AC,ENSG00000180573,97,False,97,0.09185185,96.4074074074074,248.0,True,0.37236277347588626,4.174857636185849,2.5293553,1.977030484399803e-11,0.4037962197456013
BTN3A2,ENSG00000186470,583,False,583,0.28444445,78.4074074074074,768.0,True,0.8331298396393092,3.6314547132850126,1.8429581,5.648658526856579e-11,0.7561597470912763
BTN3A1,ENSG00000026950,157,False,157,0.077407405,94.18518518518518,209.0,True,0.30949777192788486,3.5874621227884256,1.7765629,1.1579749980055987e-10,0.4241050572564778
ABT1,ENSG00000146109,317,False,317,0.16148148,88.25925925925927,436.0,True,0.48823654316902165,2.9645123516046947,0.978205,-1.355678046445579e-10,0.560405398403467
HIST1H2BJ,ENSG00000124635,15,False,15,0.012222222,99.44444444444444,33.0,True,0.060051978376753974,3.141549782420387,2.7494614,4.287726235052767e-11,0.17127879796933257
HIST1H2AH,ENSG00000184825,6,False,6,0.0022222223,99.77777777777777,6.0,True,0.014148072498777878,2.0665409384929987,0.6268864,-2.973113356889286e-11,0.09245871732728969
HIST1H1B,ENSG00000184357,9,False,9,0.023333333,99.66666666666667,63.0,True,0.07812725368149608,5.129891761233834,6.675387,-1.067949502733822e-11,0.12792283888129707
FLOT1,ENSG00000137312,309,False,309,0.13666667,88.55555555555556,369.0,True,0.481483320879097,2.6983220955017275,0.63706183,-6.778390232227895e-11,0.5664075361644049
IER3,ENSG00000137331,87,False,87,0.03962963,96.77777777777777,107.0,True,0.15723600198759596,2.023564796567905,0.5420312,-1.7087192043741153e-10,0.3147021673836027
XXbac-BPG299F13.17,ENSG00000272501,345,False,345,0.15518518,87.22222222222223,419.0,True,0.5423754191816877,3.052250243640608,1.0906478,2.5983829223540265e-10,0.6035303435648013
NFKBIL1,ENSG00000204498,99,False,99,0.047407407,96.33333333333334,128.0,True,0.20346846454827272,4.294542803995255,5.026014,-2.2806458802183439e-10,0.3165144353865943
LTB,ENSG00000227507,1893,False,1893,3.9266667,29.888888888888886,10602.0,True,2.894342789160237,3.5959684771215428,2.0126767,-4.895356956126565e-10,1.4807136494020983
LST1,ENSG00000204482,959,False,959,2.1714814,64.48148148148148,5863.0,True,2.1728191038263667,3.6123286473004588,1.4983488,-1.539755912696755e-10,1.3399960459668294
NCR3,ENSG00000204475,258,False,258,0.14740741,90.44444444444444,398.0,True,0.5246811756706593,2.602858412097777,0.5147178,2.3456826810304913e-10,0.5882466860780251
AIF1,ENSG00000204472,1008,False,1008,2.2555556,62.66666666666667,6090.0,True,2.20640256781715,3.4834412110872606,1.2675908,2.400679873914046e-11,1.352026633461391
CSNK2B,ENSG00000204435,917,False,917,0.48333332,66.03703703703704,1305.0,True,1.1108022319893158,3.0202173964571895,0.9113121,5.645128115277294e-10,0.8754202837684866
LY6G5B,ENSG00000240053,5,False,5,0.0018518518,99.81481481481481,5.0,True,0.012598408707608704,2.400934055403588,1.2871363,4.955194674261406e-11,0.0843642505695711
LY6G6F,ENSG00000204424,8,False,8,0.005185185,99.70370370370371,14.0,True,0.03831508228077243,2.771303822012059,2.018421,1.603613611204102e-11,0.14039424952952956
C6orf25,ENSG00000204420,19,False,19,0.008518519,99.29629629629629,23.0,True,0.04339284188118995,2.2630942882952,1.0149755,-7.378560200706406e-11,0.159491698197332
EHMT2,ENSG00000204371,93,False,93,0.03925926,96.55555555555554,106.0,True,0.1507169144286469,2.092054553479911,0.67726237,-1.6804759117398324e-10,0.3084815413483319
PPT2-EGFL8,ENSG00000258388,3,False,3,0.005185185,99.8888888888889,14.0,True,0.055272936465818205,4.859050082233115,6.140618,3.218121851891155e-11,0.10854857306214805
AGPAT1,ENSG00000204310,87,False,87,0.04777778,96.77777777777777,129.0,True,0.20736119621582844,4.526594077761352,5.4841924,2.0829428317783637e-10,0.31151459006607335
HLA-DRB1,ENSG00000196126,1235,False,1235,2.5292592,54.25925925925925,6829.0,True,2.342993843685038,3.2716365623683523,0.82090735,8.554187256608432e-10,1.4391010816218675
HLA-DQA1,ENSG00000196735,586,False,586,0.71074075,78.29629629629629,1919.0,True,1.3611239648928128,3.2287971969234417,0.99283206,-7.886939468123499e-10,1.0320401060858417
HLA-DQB1,ENSG00000179344,645,False,645,0.657037,76.11111111111111,1774.0,True,1.3310028862493708,3.051731032796039,0.73074263,-8.119946632356333e-12,1.0162441387889225
HLA-DOB,ENSG00000241106,125,False,125,0.057037037,95.37037037037037,154.0,True,0.25922883033570954,2.094484058655172,0.68205935,9.095222831133914e-11,0.4098578778467387
PSMB8,ENSG00000204264,1238,False,1238,0.7811111,54.148148148148145,2109.0,True,1.4442389937235762,3.0725441890395544,1.0063179,-1.292351288742148e-10,0.9946322998708289
HLA-DMB,ENSG00000242574,482,False,482,0.2937037,82.14814814814815,793.0,True,0.8122973850047647,2.928666920936573,0.84782445,-6.693660354325047e-10,0.7589939551930123
